,caseid,task,user,start_timestamp,end_timestamp
15,gen-Case038,start,Role 2,2012-03-20 19:00:14,2012-03-20 21:33:53
16,gen-Case038,start,Role 3,2012-03-21 14:02:41,2012-03-21 16:36:18
17,gen-Case038,start,Role 6,2012-03-21 19:43:52,2012-03-21 22:20:41
18,gen-Case038,start,Role 8,2012-03-21 23:24:07,2012-03-22 01:44:55
19,gen-Case038,start,Role 6,2012-03-22 02:21:55,2012-03-22 04:54:27
20,gen-Case038,start,Role 1,2012-03-22 05:11:42,2012-03-22 08:07:12
21,gen-Case038,start,Role 6,2012-03-22 08:31:08,2012-03-22 11:55:20
22,gen-Case038,start,Role 1,2012-03-22 12:14:36,2012-03-22 15:26:22
23,gen-Case038,start,Role 1,2012-03-22 15:48:17,2012-03-22 19:25:54
24,gen-Case038,start,Role 1,2012-03-22 19:52:42,2012-03-22 22:57:03
25,gen-Case038,start,Role 1,2012-03-22 23:28:19,2012-03-23 02:22:17
26,gen-Case038,start,Role 3,2012-03-23 02:52:10,2012-03-23 05:49:55
27,gen-Case038,start,Role 1,2012-03-23 07:48:11,2012-03-23 10:10:07
28,gen-Case038,start,Role 1,2012-03-23 10:46:33,2012-03-23 13:36:12
29,gen-Case038,start,Role 6,2012-03-23 14:18:00,2012-03-23 16:59:42
30,gen-Case038,start,Role 6,2012-03-23 17:38:08,2012-03-23 20:07:56
31,gen-Case038,start,Role 6,2012-03-23 20:31:23,2012-03-23 23:22:01
32,gen-Case038,start,Role 1,2012-03-23 23:44:26,2012-03-24 02:59:34
33,gen-Case038,start,Role 1,2012-03-24 03:23:04,2012-03-24 06:56:44
34,gen-Case038,start,Role 1,2012-03-24 07:19:37,2012-03-24 10:32:30
35,gen-Case038,start,Role 1,2012-03-24 10:58:40,2012-03-24 14:02:58
36,gen-Case038,start,Role 6,2012-03-24 14:32:51,2012-03-24 17:30:48
37,gen-Case038,start,Role 6,2012-03-24 18:13:26,2012-03-24 20:49:19
38,gen-Case038,start,Role 1,2012-03-24 21:18:35,2012-03-25 00:16:56
39,gen-Case038,start,Role 6,2012-03-25 00:45:57,2012-03-25 04:02:50
40,gen-Case038,start,Role 2,2012-03-25 04:27:37,2012-03-25 07:25:19
41,gen-Case038,start,Role 3,2012-03-25 12:09:06,2012-03-25 14:52:34
42,gen-Case038,start,Role 1,2012-03-25 16:10:20,2012-03-25 19:15:05
43,gen-Case038,start,Role 1,2012-03-25 20:02:58,2012-03-25 22:59:45
44,gen-Case038,start,Role 1,2012-03-25 23:35:48,2012-03-26 02:25:38
45,gen-Case038,start,Role 9,2012-03-26 02:57:15,2012-03-26 05:34:24
46,gen-Case038,start,Role 1,2012-03-26 06:34:37,2012-03-26 08:57:45
47,gen-Case038,start,Role 1,2012-03-26 09:31:46,2012-03-26 12:33:17
48,gen-Case038,start,Role 6,2012-03-26 13:09:07,2012-03-26 15:56:51
49,gen-Case038,start,Role 6,2012-03-26 16:30:37,2012-03-26 19:07:29
50,gen-Case038,start,Role 6,2012-03-26 19:29:05,2012-03-26 22:33:08
51,gen-Case038,start,Role 1,2012-03-26 22:55:30,2012-03-27 02:13:09
52,gen-Case038,start,Role 6,2012-03-27 02:36:47,2012-03-27 06:11:09
53,gen-Case038,start,Role 1,2012-03-27 06:29:13,2012-03-27 09:45:11
54,gen-Case038,start,Role 1,2012-03-27 10:07:20,2012-03-27 13:45:52
55,gen-Case038,start,Role 1,2012-03-27 14:12:36,2012-03-27 17:17:45
56,gen-Case038,start,Role 1,2012-03-27 17:49:35,2012-03-27 20:43:39
57,gen-Case038,start,Role 9,2012-03-27 21:13:35,2012-03-28 00:11:28
58,gen-Case038,start,Role 6,2012-03-28 01:15:49,2012-03-28 03:44:51
59,gen-Case038,start,Role 6,2012-03-28 04:16:50,2012-03-28 07:12:28
60,gen-Case038,start,Role 6,2012-03-28 07:37:35,2012-03-28 10:46:51
61,gen-Case038,start,Role 6,2012-03-28 11:03:23,2012-03-28 14:36:07
62,gen-Case038,start,Role 6,2012-03-28 14:47:56,2012-03-28 18:53:29
63,gen-Case038,start,Role 1,2012-03-28 19:05:05,2012-03-28 23:29:39
64,gen-Case038,start,Role 1,2012-03-28 23:49:14,2012-03-29 03:50:50
65,gen-Case038,start,Role 6,2012-03-29 04:13:36,2012-03-29 07:29:44
66,gen-Case038,start,Role 1,2012-03-29 07:53:12,2012-03-29 10:56:38
67,gen-Case038,start,Role 1,2012-03-29 11:22:25,2012-03-29 14:49:14
68,gen-Case038,start,Role 1,2012-03-29 15:22:59,2012-03-29 18:16:02
69,gen-Case038,start,Role 1,2012-03-29 18:47:58,2012-03-29 21:41:20
70,gen-Case038,start,Role 6,2012-03-29 22:11:25,2012-03-30 01:08:32
71,gen-Case038,start,Role 6,2012-03-30 01:51:17,2012-03-30 04:26:00
72,gen-Case038,start,Role 6,2012-03-30 04:55:21,2012-03-30 07:52:27
73,gen-Case038,start,Role 6,2012-03-30 08:14:22,2012-03-30 11:32:33
74,gen-Case038,start,Role 6,2012-03-30 11:47:51,2012-03-30 15:37:10
75,gen-Case038,start,Role 7,2012-03-30 15:48:09,2012-03-30 20:12:35
76,gen-Case038,start,Role 3,2012-03-31 03:29:29,2012-03-31 06:16:11
77,gen-Case038,start,Role 3,2012-03-31 07:20:10,2012-03-31 10:46:59
78,gen-Case038,start,Role 5,2012-03-31 13:04:18,2012-03-31 15:54:18
79,gen-Case038,start,Role 3,2012-03-31 18:32:45,2012-03-31 20:43:08
80,gen-Case038,start,Role 5,2012-03-31 22:54:53,2012-04-01 00:33:15
81,gen-Case038,start,Role 1,2012-04-01 03:09:54,2012-04-01 04:56:09
82,gen-Case038,start,Role 1,2012-04-01 05:36:49,2012-04-01 07:31:49
83,gen-Case038,start,Role 2,2012-04-01 08:09:16,2012-04-01 10:40:31
84,gen-Case038,start,Role 7,2012-04-01 18:15:19,2012-04-01 20:17:59
85,gen-Case038,start,Role 7,2012-04-02 09:29:19,2012-04-02 11:55:35
86,gen-Case038,start,Role 3,2012-04-03 14:59:02,2012-04-03 17:25:45
87,gen-Case038,start,Role 10,2012-04-03 20:46:46,2012-04-03 23:32:03
88,gen-Case038,start,Role 6,2012-04-04 00:53:04,2012-04-04 03:14:23
89,gen-Case038,start,Role 1,2012-04-04 03:41:35,2012-04-04 06:04:46
90,gen-Case038,start,Role 6,2012-04-04 06:31:05,2012-04-04 09:17:48
91,gen-Case038,start,Role 7,2012-04-04 09:41:03,2012-04-04 12:28:12
92,gen-Case038,start,Role 3,2012-04-04 21:32:26,2012-04-05 00:04:10
93,gen-Case038,start,Role 1,2012-04-05 01:23:10,2012-04-05 04:31:25
94,gen-Case038,start,Role 1,2012-04-05 05:23:28,2012-04-05 08:18:04
95,gen-Case038,start,Role 1,2012-04-05 08:54:48,2012-04-05 11:41:37
96,gen-Case038,start,Role 3,2012-04-05 12:13:41,2012-04-05 14:44:59
97,gen-Case038,start,Role 6,2012-04-05 16:38:40,2012-04-05 18:56:51
98,gen-Case038,start,Role 3,2012-04-05 19:41:10,2012-04-05 22:18:28
99,gen-Case038,start,Role 3,2012-04-06 00:11:45,2012-04-06 02:43:33
100,gen-Case038,start,Role 2,2012-04-06 04:16:08,2012-04-06 06:41:03
101,gen-Case038,start,Role 5,2012-04-06 14:56:53,2012-04-06 17:16:50
102,gen-Case038,start,Role 3,2012-04-06 20:10:29,2012-04-06 22:43:50
103,gen-Case038,start,Role 1,2012-04-07 01:44:06,2012-04-07 03:30:17
104,gen-Case038,start,Role 1,2012-04-07 04:13:26,2012-04-07 06:26:29
105,gen-Case038,start,Role 1,2012-04-07 07:03:47,2012-04-07 09:34:18
106,gen-Case038,start,Role 1,2012-04-07 10:04:54,2012-04-07 12:56:48
107,gen-Case038,start,Role 1,2012-04-07 13:30:51,2012-04-07 16:11:15
108,gen-Case038,start,Role 1,2012-04-07 16:49:34,2012-04-07 19:32:32
109,gen-Case038,start,Role 6,2012-04-07 20:09:27,2012-04-07 22:53:49
110,gen-Case038,start,Role 3,2012-04-07 23:35:55,2012-04-08 02:08:01
111,gen-Case038,start,Role 12,2012-04-08 03:46:11,2012-04-08 06:19:36
112,gen-Case038,start,Role 10,2012-04-08 06:52:22,2012-04-08 09:37:05
113,gen-Case038,start,Role 6,2012-04-08 10:04:13,2012-04-08 13:22:06
114,gen-Case038,start,Role 5,2012-04-08 13:34:43,2012-04-08 17:24:47
115,gen-Case038,start,Role 6,2012-04-08 18:22:02,2012-04-08 20:55:59
116,gen-Case038,start,Role 1,2012-04-08 21:12:17,2012-04-08 23:53:27
117,gen-Case038,start,Role 10,2012-04-09 00:20:45,2012-04-09 03:46:14
118,gen-Case038,start,Role 4,2012-04-09 04:11:55,2012-04-09 07:11:25
119,gen-Case038,start,Role 3,2012-04-09 08:34:00,2012-04-09 12:15:48
120,gen-Case038,start,Role 6,2012-04-09 14:03:21,2012-04-09 16:38:28
121,gen-Case038,start,Role 6,2012-04-09 17:28:07,2012-04-09 20:15:55
122,gen-Case038,start,Role 1,2012-04-09 20:44:53,2012-04-10 00:05:18
123,gen-Case038,start,Role 1,2012-04-10 00:36:03,2012-04-10 03:52:27
124,gen-Case038,start,Role 6,2012-04-10 04:19:13,2012-04-10 07:15:30
125,gen-Case038,start,Role 1,2012-04-10 07:40:59,2012-04-10 10:37:39
126,gen-Case038,start,Role 5,2012-04-10 11:04:54,2012-04-10 14:26:55
127,gen-Case038,start,Role 1,2012-04-10 17:03:51,2012-04-10 19:01:50
128,gen-Case038,start,Role 1,2012-04-10 19:41:09,2012-04-10 21:46:18
129,gen-Case038,start,Role 1,2012-04-10 22:26:13,2012-04-11 01:00:54
130,gen-Case038,start,Role 1,2012-04-11 01:37:10,2012-04-11 04:18:51
131,gen-Case038,start,Role 3,2012-04-11 04:49:06,2012-04-11 07:46:05
132,gen-Case038,start,Role 1,2012-04-11 09:50:55,2012-04-11 12:10:37
133,gen-Case038,start,Role 1,2012-04-11 12:47:11,2012-04-11 15:35:13
134,gen-Case038,start,Role 1,2012-04-11 16:17:24,2012-04-11 18:58:28
135,gen-Case038,start,Role 1,2012-04-11 19:33:21,2012-04-11 22:14:42
136,gen-Case038,start,Role 1,2012-04-11 22:47:07,2012-04-12 01:29:16
137,gen-Case038,start,Role 1,2012-04-12 02:08:10,2012-04-12 04:52:00
138,gen-Case038,start,Role 1,2012-04-12 05:29:28,2012-04-12 08:14:12
139,gen-Case038,start,Role 6,2012-04-12 08:51:43,2012-04-12 11:36:23
140,gen-Case038,start,Role 1,2012-04-12 12:18:48,2012-04-12 14:50:56
141,gen-Case038,start,Role 6,2012-04-12 15:24:01,2012-04-12 18:26:21
142,gen-Case038,start,Role 6,2012-04-12 18:59:58,2012-04-12 21:41:16
143,gen-Case038,start,Role 6,2012-04-12 22:02:09,2012-04-13 01:18:01
144,gen-Case038,start,Role 6,2012-04-13 01:33:02,2012-04-13 05:19:25
145,gen-Case038,start,Role 6,2012-04-13 05:35:28,2012-04-13 09:26:44
146,gen-Case038,start,Role 6,2012-04-13 09:37:49,2012-04-13 14:03:32
147,gen-Case038,start,Role 6,2012-04-13 14:15:11,2012-04-13 18:45:05
148,gen-Case038,start,Role 1,2012-04-13 18:56:44,2012-04-13 23:30:06
149,gen-Case038,start,Role 6,2012-04-13 23:49:35,2012-04-14 03:54:51
150,gen-Case038,start,Role 6,2012-04-14 04:13:31,2012-04-14 07:36:50
151,gen-Case038,start,Role 6,2012-04-14 07:52:44,2012-04-14 11:47:17
152,gen-Case038,start,end,2012-04-14 12:03:21,2012-04-14 16:02:36
153,gen-Case038,start,Role 3,2012-04-14 18:09:15,2012-04-14 21:33:12
154,gen-Case038,start,end,2012-04-14 22:58:10,2012-04-15 01:42:36
155,gen-Case038,start,end,2012-04-15 04:50:51,2012-04-15 07:58:36
156,gen-Case038,start,Role 3,2012-04-15 11:52:10,2012-04-15 14:56:26
157,gen-Case038,start,Role 4,2012-04-15 18:30:05,2012-04-15 20:51:05
158,gen-Case038,start,Role 1,2012-04-15 23:54:14,2012-04-16 02:44:00
159,gen-Case038,start,Role 3,2012-04-16 03:45:45,2012-04-16 06:21:45
160,gen-Case038,start,Role 5,2012-04-16 08:59:19,2012-04-16 11:17:11
161,gen-Case038,start,Role 7,2012-04-16 14:22:36,2012-04-16 16:22:09
162,gen-Case038,start,Role 7,2012-04-17 21:29:46,2012-04-17 23:08:56
163,gen-Case038,start,Role 3,2012-04-18 17:53:31,2012-04-18 19:55:37
164,gen-Case038,start,Role 3,2012-04-18 22:32:35,2012-04-19 01:13:21
165,gen-Case038,start,Role 4,2012-04-19 04:08:40,2012-04-19 06:39:57
166,gen-Case038,start,Role 2,2012-04-19 09:09:22,2012-04-19 11:42:20
167,gen-Case038,start,Role 7,2012-04-20 01:20:10,2012-04-20 03:25:07
168,gen-Case038,start,Role 2,2012-04-21 00:16:50,2012-04-21 02:35:51
169,gen-Case038,start,Role 2,2012-04-21 18:16:35,2012-04-21 20:54:37
170,gen-Case038,start,Role 2,2012-04-22 16:16:27,2012-04-22 18:53:19
171,gen-Case038,start,Role 2,2012-04-23 10:55:02,2012-04-23 13:27:17
172,gen-Case038,start,Role 2,2012-04-24 05:50:45,2012-04-24 08:19:52
173,gen-Case038,start,Role 2,2012-04-25 00:50:27,2012-04-25 03:23:33
0,gen-Case039,Turning,Role 1,2012-03-13 00:00:00,2012-03-13 04:39:01
1,gen-Case039,Turning,Role 1,2012-03-13 04:43:33,2012-03-13 10:58:05
2,gen-Case039,Turning,Role 1,2012-03-13 11:01:14,2012-03-13 14:43:45
3,gen-Case039,Turning,Role 1,2012-03-13 14:48:01,2012-03-13 18:29:07
4,gen-Case039,Turning,Role 3,2012-03-13 18:36:11,2012-03-13 22:26:59
5,gen-Case039,Turning Q.C.,Role 1,2012-03-13 23:09:58,2012-03-14 02:08:22
6,gen-Case039,Turning Q.C.,Role 1,2012-03-14 05:05:19,2012-03-14 07:00:17
7,gen-Case039,Turning & Milling Q.C.,Role 4,2012-03-14 09:47:00,2012-03-14 11:19:55
8,gen-Case039,Lapping,Role 1,2012-03-14 14:04:53,2012-03-14 15:33:28
9,gen-Case039,start,Role 3,2012-03-14 17:08:38,2012-03-14 18:32:51
10,gen-Case039,start,Role 3,2012-03-14 19:44:39,2012-03-14 21:29:10
11,gen-Case039,start,Role 3,2012-03-14 22:56:49,2012-03-15 01:01:54
12,gen-Case039,start,end,2012-03-15 02:24:13,2012-03-15 04:41:25
13,gen-Case039,start,Role 3,2012-03-15 07:04:58,2012-03-15 09:33:34
14,gen-Case039,start,Role 3,2012-03-15 11:55:39,2012-03-15 14:10:27
15,gen-Case039,start,Role 5,2012-03-15 16:33:14,2012-03-15 18:49:00
16,gen-Case039,start,Role 2,2012-03-15 21:58:17,2012-03-16 00:02:05
17,gen-Case039,start,Role 2,2012-03-16 13:49:02,2012-03-16 15:33:57
18,gen-Case039,start,end,2012-03-17 01:10:26,2012-03-17 03:19:27
19,gen-Case039,start,end,2012-03-17 07:19:56,2012-03-17 10:33:03
20,gen-Case039,start,Role 9,2012-03-17 15:21:20,2012-03-17 18:35:52
21,gen-Case039,start,Role 3,2012-03-17 20:40:54,2012-03-17 22:46:36
22,gen-Case039,start,Role 12,2012-03-18 01:10:29,2012-03-18 03:29:16
23,gen-Case039,start,Role 3,2012-03-18 04:22:19,2012-03-18 07:02:57
24,gen-Case039,start,Role 3,2012-03-18 08:41:59,2012-03-18 11:27:37
25,gen-Case039,start,Role 1,2012-03-18 12:51:13,2012-03-18 15:20:51
26,gen-Case039,start,Role 2,2012-03-18 15:53:19,2012-03-18 18:42:31
27,gen-Case039,start,Role 2,2012-03-19 02:57:33,2012-03-19 05:13:40
28,gen-Case039,start,Role 2,2012-03-19 13:31:17,2012-03-19 15:59:13
29,gen-Case039,start,Role 2,2012-03-20 06:21:55,2012-03-20 08:58:16
30,gen-Case039,start,Role 5,2012-03-21 01:36:40,2012-03-21 04:11:16
31,gen-Case039,start,Role 3,2012-03-21 07:19:36,2012-03-21 09:46:27
32,gen-Case039,start,Role 1,2012-03-21 12:47:49,2012-03-21 14:27:58
33,gen-Case039,start,Role 1,2012-03-21 15:12:54,2012-03-21 17:20:26
34,gen-Case039,start,Role 1,2012-03-21 18:00:07,2012-03-21 20:27:40
35,gen-Case039,start,Role 6,2012-03-21 20:58:47,2012-03-21 23:49:52
36,gen-Case039,start,Role 1,2012-03-22 00:26:53,2012-03-22 02:53:08
37,gen-Case039,start,Role 3,2012-03-22 03:26:31,2012-03-22 06:26:13
38,gen-Case039,start,Role 3,2012-03-22 08:09:43,2012-03-22 10:33:16
39,gen-Case039,start,Role 1,2012-03-22 12:11:11,2012-03-22 14:41:16
40,gen-Case039,start,Role 6,2012-03-22 15:15:33,2012-03-22 18:13:04
41,gen-Case039,start,Role 5,2012-03-22 18:57:32,2012-03-22 21:25:21
42,gen-Case039,start,Role 3,2012-03-22 23:12:21,2012-03-23 01:14:51
43,gen-Case039,start,Role 3,2012-03-23 03:02:41,2012-03-23 04:49:12
44,gen-Case039,start,Role 1,2012-03-23 06:42:29,2012-03-23 08:53:59
45,gen-Case039,start,Role 7,2012-03-23 09:25:47,2012-03-23 12:20:19
46,gen-Case039,start,Role 3,2012-03-24 00:59:57,2012-03-24 03:07:41
47,gen-Case039,start,Role 6,2012-03-24 04:47:05,2012-03-24 07:30:09
48,gen-Case039,start,Role 2,2012-03-24 08:33:40,2012-03-24 11:06:32
49,gen-Case039,start,Role 2,2012-03-24 20:26:44,2012-03-24 22:42:25
50,gen-Case039,start,Role 1,2012-03-25 06:21:55,2012-03-25 08:49:45
51,gen-Case039,start,Role 3,2012-03-25 09:37:22,2012-03-25 12:47:22
52,gen-Case039,start,Role 3,2012-03-25 15:24:20,2012-03-25 17:52:25
53,gen-Case039,start,Role 7,2012-03-25 19:40:45,2012-03-25 21:56:05
54,gen-Case039,start,Role 7,2012-03-26 17:26:58,2012-03-26 19:31:24
55,gen-Case039,start,Role 3,2012-03-27 15:45:45,2012-03-27 18:05:52
56,gen-Case039,start,Role 3,2012-03-27 21:04:06,2012-03-27 23:50:04
57,gen-Case039,start,Role 5,2012-03-28 03:11:03,2012-03-28 05:28:40
58,gen-Case039,start,Role 5,2012-03-28 07:56:24,2012-03-28 09:43:10
59,gen-Case039,start,Role 9,2012-03-28 11:56:25,2012-03-28 13:14:16
60,gen-Case039,start,Role 2,2012-03-28 14:12:00,2012-03-28 15:44:14
61,gen-Case039,start,end,2012-03-28 21:59:48,2012-03-29 00:03:01
62,gen-Case039,start,end,2012-03-29 02:22:38,2012-03-29 05:55:14
63,gen-Case039,start,Role 5,2012-03-29 10:09:28,2012-03-29 13:29:12
64,gen-Case039,start,Role 2,2012-03-29 17:25:18,2012-03-29 19:28:52
65,gen-Case039,start,end,2012-03-30 08:46:36,2012-03-30 10:24:10
66,gen-Case039,start,Role 6,2012-03-30 14:26:23,2012-03-30 17:22:16
67,gen-Case039,start,Role 7,2012-03-30 18:45:16,2012-03-30 21:12:06
68,gen-Case039,start,Role 2,2012-03-31 11:49:49,2012-03-31 14:11:19
69,gen-Case039,start,Role 2,2012-03-31 22:56:52,2012-04-01 01:30:27
70,gen-Case039,start,Role 2,2012-04-01 17:45:53,2012-04-01 20:32:57
71,gen-Case039,start,Role 2,2012-04-02 12:03:58,2012-04-02 14:50:00
72,gen-Case039,start,Role 2,2012-04-03 06:24:33,2012-04-03 08:56:32
73,gen-Case039,start,Role 2,2012-04-04 01:17:34,2012-04-04 03:51:36
74,gen-Case039,start,Role 9,2012-04-04 20:11:56,2012-04-04 22:46:05
75,gen-Case039,start,Role 1,2012-04-05 00:30:14,2012-04-05 03:08:13
76,gen-Case039,start,Role 13,2012-04-05 04:00:11,2012-04-05 06:37:43
77,gen-Case039,start,Role 3,2012-04-05 10:15:49,2012-04-05 12:38:05
78,gen-Case039,start,Role 4,2012-04-05 15:11:12,2012-04-05 17:12:08
79,gen-Case039,start,Role 1,2012-04-05 20:26:14,2012-04-05 23:09:29
80,gen-Case039,start,Role 1,2012-04-06 00:11:07,2012-04-06 02:38:54
81,gen-Case039,start,Role 1,2012-04-06 03:31:00,2012-04-06 06:06:14
82,gen-Case039,start,end,2012-04-06 06:46:38,2012-04-06 09:24:34
83,gen-Case039,start,Role 3,2012-04-06 12:50:01,2012-04-06 15:29:26
84,gen-Case039,start,Role 3,2012-04-06 18:23:38,2012-04-06 20:32:34
85,gen-Case039,start,Role 1,2012-04-06 23:29:30,2012-04-07 01:43:19
86,gen-Case039,start,Role 6,2012-04-07 02:31:09,2012-04-07 05:09:03
87,gen-Case039,start,Role 1,2012-04-07 05:59:28,2012-04-07 08:30:52
88,gen-Case039,start,Role 1,2012-04-07 08:59:43,2012-04-07 11:51:13
89,gen-Case039,start,Role 1,2012-04-07 12:22:06,2012-04-07 15:05:51
90,gen-Case039,start,Role 1,2012-04-07 15:39:39,2012-04-07 18:29:00
91,gen-Case039,start,Role 1,2012-04-07 18:59:53,2012-04-07 21:55:13
92,gen-Case039,start,Role 1,2012-04-07 22:32:40,2012-04-08 01:17:56
93,gen-Case039,start,Role 1,2012-04-08 01:54:51,2012-04-08 04:40:09
94,gen-Case039,start,Role 6,2012-04-08 05:17:18,2012-04-08 08:02:23
95,gen-Case039,start,Role 6,2012-04-08 08:45:04,2012-04-08 11:17:38
96,gen-Case039,start,Role 1,2012-04-08 11:46:28,2012-04-08 14:41:50
97,gen-Case039,start,Role 6,2012-04-08 15:10:55,2012-04-08 18:26:05
98,gen-Case039,start,Role 6,2012-04-08 18:50:51,2012-04-08 21:47:28
99,gen-Case039,start,Role 6,2012-04-08 22:02:46,2012-04-09 01:45:40
100,gen-Case039,start,Role 6,2012-04-09 02:01:26,2012-04-09 05:51:04
101,gen-Case039,start,Role 1,2012-04-09 06:07:16,2012-04-09 10:01:26
102,gen-Case039,start,Role 1,2012-04-09 10:20:30,2012-04-09 14:21:12
103,gen-Case039,start,Role 3,2012-04-09 14:44:07,2012-04-09 17:59:58
104,gen-Case039,start,Role 3,2012-04-09 19:17:17,2012-04-09 21:56:10
105,gen-Case039,start,Role 1,2012-04-09 23:31:55,2012-04-10 02:09:53
106,gen-Case039,start,Role 3,2012-04-10 02:50:41,2012-04-10 05:37:25
107,gen-Case039,start,Role 1,2012-04-10 07:40:55,2012-04-10 09:59:24
108,gen-Case039,start,Role 1,2012-04-10 10:29:42,2012-04-10 13:13:15
109,gen-Case039,start,Role 1,2012-04-10 13:51:04,2012-04-10 16:29:17
110,gen-Case039,start,Role 1,2012-04-10 17:05:13,2012-04-10 19:46:00
111,gen-Case039,start,end,2012-04-10 20:18:24,2012-04-10 23:00:26
112,gen-Case039,start,start,2012-04-11 02:26:21,2012-04-11 04:59:26
113,gen-Case039,start,Role 3,2012-04-11 06:03:13,2012-04-11 08:19:01
114,gen-Case039,start,Role 3,2012-04-11 10:28:04,2012-04-11 12:55:44
115,gen-Case039,start,Role 4,2012-04-11 14:40:12,2012-04-11 17:05:13
116,gen-Case039,start,Role 3,2012-04-11 19:13:04,2012-04-11 22:19:01
117,gen-Case039,start,Role 3,2012-04-12 00:41:57,2012-04-12 03:09:43
118,gen-Case039,start,Role 1,2012-04-12 05:30:08,2012-04-12 07:48:56
119,gen-Case039,start,Role 3,2012-04-12 08:33:12,2012-04-12 11:11:16
120,gen-Case039,start,Role 1,2012-04-12 13:25:25,2012-04-12 15:44:08
121,gen-Case039,start,Role 6,2012-04-12 16:16:43,2012-04-12 18:57:22
122,gen-Case039,start,Role 6,2012-04-12 19:40:19,2012-04-12 22:05:23
123,gen-Case039,start,Role 6,2012-04-12 22:32:15,2012-04-13 01:20:31
124,gen-Case039,start,Role 5,2012-04-13 01:38:01,2012-04-13 04:48:29
125,gen-Case039,start,Role 1,2012-04-13 05:56:08,2012-04-13 08:21:29
126,gen-Case039,start,Role 1,2012-04-13 08:45:04,2012-04-13 11:21:12
127,gen-Case039,start,Role 1,2012-04-13 11:54:53,2012-04-13 14:42:17
128,gen-Case039,start,Role 3,2012-04-13 15:11:12,2012-04-13 18:07:17
129,gen-Case039,start,Role 1,2012-04-13 19:38:15,2012-04-13 22:12:07
130,gen-Case039,start,Role 3,2012-04-13 22:49:17,2012-04-14 01:38:23
131,gen-Case039,start,Role 1,2012-04-14 03:51:05,2012-04-14 06:10:43
132,gen-Case039,start,Role 3,2012-04-14 06:45:08,2012-04-14 09:30:25
133,gen-Case039,start,Role 3,2012-04-14 11:28:02,2012-04-14 13:46:41
134,gen-Case039,start,Role 6,2012-04-14 15:39:54,2012-04-14 18:00:59
135,gen-Case039,start,Role 1,2012-04-14 18:41:41,2012-04-14 21:12:47
136,gen-Case039,start,Role 6,2012-04-14 21:49:12,2012-04-15 00:42:16
137,gen-Case039,start,Role 3,2012-04-15 01:07:11,2012-04-15 03:40:38
138,gen-Case039,start,Role 6,2012-04-15 04:49:03,2012-04-15 07:31:00
139,gen-Case039,start,Role 1,2012-04-15 07:54:26,2012-04-15 10:59:18
140,gen-Case039,start,Role 1,2012-04-15 11:31:33,2012-04-15 14:46:22
141,gen-Case039,start,Role 1,2012-04-15 15:11:42,2012-04-15 18:11:34
142,gen-Case039,start,Role 3,2012-04-15 18:39:19,2012-04-15 21:29:59
143,gen-Case039,start,Role 6,2012-04-15 23:08:15,2012-04-16 01:38:41
144,gen-Case039,start,Role 1,2012-04-16 02:20:47,2012-04-16 05:01:06
145,gen-Case039,start,Role 1,2012-04-16 05:39:35,2012-04-16 08:39:27
146,gen-Case039,start,Role 6,2012-04-16 09:10:53,2012-04-16 11:56:27
147,gen-Case039,start,Role 1,2012-04-16 12:23:23,2012-04-16 15:03:23
148,gen-Case039,start,Role 3,2012-04-16 15:30:48,2012-04-16 18:50:15
149,gen-Case039,start,Role 6,2012-04-16 20:36:37,2012-04-16 23:01:39
150,gen-Case039,start,Role 6,2012-04-16 23:32:34,2012-04-17 02:23:18
151,gen-Case039,start,Role 6,2012-04-17 02:47:24,2012-04-17 06:05:40
152,gen-Case039,start,Role 3,2012-04-17 06:25:27,2012-04-17 09:40:20
153,gen-Case039,start,Role 6,2012-04-17 10:34:28,2012-04-17 13:33:05
154,gen-Case039,start,Role 2,2012-04-17 13:50:33,2012-04-17 17:16:23
155,gen-Case039,start,Role 2,2012-04-17 22:42:51,2012-04-18 01:30:42
156,gen-Case039,start,end,2012-04-18 08:01:26,2012-04-18 10:51:11
157,gen-Case039,start,Role 2,2012-04-18 15:01:05,2012-04-18 18:36:31
158,gen-Case039,start,Role 2,2012-04-19 12:01:26,2012-04-19 14:26:42
159,gen-Case039,start,Role 2,2012-04-20 03:44:14,2012-04-20 06:12:58
160,gen-Case039,start,Role 2,2012-04-20 22:36:29,2012-04-21 01:10:58
161,gen-Case039,start,Role 6,2012-04-21 18:06:08,2012-04-21 20:45:49
162,gen-Case039,start,Role 3,2012-04-21 21:49:20,2012-04-22 00:38:25
163,gen-Case039,start,Role 3,2012-04-22 02:54:52,2012-04-22 05:18:39
164,gen-Case039,start,Role 2,2012-04-22 06:54:51,2012-04-22 09:10:47
165,gen-Case039,start,Role 2,2012-04-22 18:40:30,2012-04-22 20:58:27
166,gen-Case039,start,Role 1,2012-04-23 07:10:51,2012-04-23 09:50:17
167,gen-Case039,start,Role 3,2012-04-23 10:39:31,2012-04-23 13:37:22
168,gen-Case039,start,Role 2,2012-04-23 16:23:20,2012-04-23 18:38:45
169,gen-Case039,start,Role 2,2012-04-24 04:09:56,2012-04-24 06:18:28
170,gen-Case039,start,Role 2,2012-04-24 18:02:43,2012-04-24 20:29:49
171,gen-Case039,start,Role 2,2012-04-25 13:07:11,2012-04-25 15:40:27
172,gen-Case039,start,end,2012-04-26 06:34:03,2012-04-26 09:09:30
