,caseid,task,user,end_timestamp,start_timestamp,role,ac_index,rl_index
2362,Case253,Flat Grinding,ID0998,2012-01-10 18:59:00,2012-01-10 18:59:00,Role 7,5,12
2363,Case253,Lapping,ID4882,2012-01-11 08:15:00,2012-01-11 07:00:00,Role 7,7,12
2364,Case253,Laser Marking,ID4882,2012-01-11 22:38:00,2012-01-11 21:23:00,Role 7,8,12
2365,Case253,Final Inspection Q.C.,ID4618,2012-01-15 14:02:00,2012-01-15 13:50:00,Role 3,3,8
2366,Case253,Packing,ID4820,2012-01-16 08:00:00,2012-01-16 07:00:00,Role 5,12,10
2367,Case253,Packing,ID4820,2012-01-16 08:00:00,2012-01-16 07:00:00,Role 5,12,10
2368,Case254,Laser Marking,ID0998,2012-01-02 19:15:00,2012-01-02 17:15:00,Role 7,8,12
2369,Case254,Flat Grinding,ID0998,2012-01-02 23:00:00,2012-01-02 21:00:00,Role 7,5,12
2370,Case254,Flat Grinding,ID0998,2012-01-04 01:23:00,2012-01-04 00:04:00,Role 7,5,12
2371,Case254,Flat Grinding,ID4882,2012-01-04 18:54:00,2012-01-04 17:28:00,Role 7,5,12
2372,Case254,Final Inspection Q.C.,ID4618,2012-01-04 22:57:00,2012-01-04 22:26:00,Role 3,3,8
2373,Case254,Packing,ID4820,2012-01-06 08:00:00,2012-01-06 07:00:00,Role 5,12,10
2374,Case254,Final Inspection Q.C.,ID4618,2012-01-06 17:25:00,2012-01-06 17:24:00,Role 3,3,8
2375,Case255,Turning,ID0997,2012-01-03 01:00:00,2012-01-02 14:00:00,Role 1,20,1
2376,Case255,Turning Q.C.,ID4618,2012-01-05 22:13:00,2012-01-05 20:58:00,Role 3,23,8
2377,Case255,Laser Marking,ID0998,2012-01-10 17:07:00,2012-01-10 16:22:00,Role 7,8,12
2378,Case255,Final Inspection Q.C.,ID4618,2012-01-11 18:22:00,2012-01-11 17:22:00,Role 3,3,8
2379,Case255,Packing,ID4820,2012-01-16 08:00:00,2012-01-16 07:00:00,Role 5,12,10
2380,Case256,Turning,ID0997,2012-01-17 00:51:00,2012-01-16 23:21:00,Role 1,20,1
2381,Case256,Turning,ID4932,2012-01-17 09:04:00,2012-01-17 03:11:00,Role 1,20,1
2382,Case256,Turning,ID4794,2012-01-17 13:21:00,2012-01-17 09:04:00,Role 1,20,1
2383,Case256,Turning Q.C.,ID4287,2012-01-17 19:50:00,2012-01-17 17:30:00,Role 3,23,8
2384,Case256,Turning,ID0997,2012-01-17 22:00:00,2012-01-17 20:00:00,Role 1,20,1
2385,Case256,Turning,ID4219,2012-01-18 01:08:00,2012-01-17 23:48:00,Role 1,20,1
2386,Case256,Turning,ID4219,2012-01-18 01:40:00,2012-01-18 01:09:00,Role 1,20,1
2387,Case256,Turning,ID4219,2012-01-18 01:45:00,2012-01-18 01:41:00,Role 1,20,1
2388,Case256,Turning,ID4794,2012-01-18 13:31:00,2012-01-18 03:10:00,Role 1,20,1
2389,Case256,Turning,ID0997,2012-01-18 21:59:00,2012-01-18 14:10:00,Role 1,20,1
2390,Case256,Turning Q.C.,ID4287,2012-01-18 22:50:00,2012-01-18 21:00:00,Role 3,23,8
2391,Case256,Turning & Milling,ID4132,2012-01-30 22:21:00,2012-01-30 15:06:00,Role 1,21,1
2392,Case256,Turning & Milling Q.C.,ID4287,2012-01-31 00:54:00,2012-01-30 22:30:00,Role 3,22,8
2393,Case256,Turning & Milling,ID4132,2012-01-31 18:39:00,2012-01-31 14:47:00,Role 1,21,1
2394,Case256,Turning & Milling Q.C.,ID4287,2012-01-31 19:00:00,2012-01-31 16:00:00,Role 3,22,8
2395,Case256,Turning & Milling,ID4132,2012-01-31 22:51:00,2012-01-31 18:40:00,Role 1,21,1
2396,Case256,Turning & Milling,ID3846,2012-02-01 06:37:00,2012-01-31 23:48:00,Role 1,21,1
2397,Case256,Turning & Milling,ID4641,2012-02-01 17:46:00,2012-02-01 14:02:00,Role 1,21,1
2398,Case256,Turning & Milling,ID3846,2012-02-02 06:41:00,2012-02-01 23:07:00,Role 1,21,1
2399,Case256,Turning & Milling,ID4132,2012-02-02 20:27:00,2012-02-02 14:10:00,Role 1,21,1
2400,Case256,Turning & Milling Q.C.,ID4287,2012-02-02 22:04:00,2012-02-02 18:37:00,Role 3,22,8
2401,Case256,Turning & Milling,ID4132,2012-02-03 00:39:00,2012-02-02 20:27:00,Role 1,21,1
2402,Case256,Turning & Milling,ID4132,2012-02-03 19:14:00,2012-02-03 14:03:00,Role 1,21,1
2403,Case256,Turning & Milling Q.C.,ID4287,2012-02-03 19:50:00,2012-02-03 19:00:00,Role 3,22,8
2404,Case256,Turning & Milling,ID4641,2012-02-05 13:54:00,2012-02-05 07:42:00,Role 1,21,1
2405,Case256,Turning & Milling Q.C.,ID4287,2012-02-05 15:40:00,2012-02-05 14:00:00,Role 3,22,8
2406,Case256,Turning & Milling,ID4132,2012-02-06 00:47:00,2012-02-05 14:09:00,Role 1,21,1
2407,Case256,Lapping,ID0998,2012-02-05 19:43:00,2012-02-05 18:18:00,Role 7,7,12
2408,Case256,Turning & Milling Q.C.,ID4287,2012-02-05 22:56:00,2012-02-05 22:00:00,Role 3,22,8
2409,Case256,Turning & Milling,ID4641,2012-02-06 13:39:00,2012-02-06 03:35:00,Role 1,21,1
2410,Case256,Round Grinding,ID4385,2012-02-06 15:08:00,2012-02-06 14:08:00,Role 2,15,7
2411,Case256,Turning & Milling,ID4132,2012-02-06 21:40:00,2012-02-06 14:29:00,Role 1,21,1
2412,Case256,Turning & Milling Q.C.,ID4287,2012-02-06 16:07:00,2012-02-06 15:00:00,Role 3,22,8
2413,Case256,Round Grinding,ID4385,2012-02-06 19:10:00,2012-02-06 15:08:00,Role 2,15,7
2414,Case256,Round Grinding,ID0420,2012-02-06 19:12:00,2012-02-06 15:10:00,Role 2,15,7
2415,Case256,Round Grinding,ID4385,2012-02-06 23:02:00,2012-02-06 19:10:00,Role 2,15,7
2416,Case256,Round Grinding,ID0420,2012-02-07 00:53:00,2012-02-06 19:12:00,Role 2,15,7
2417,Case256,Lapping,ID0998,2012-02-06 22:20:00,2012-02-06 20:47:00,Role 7,7,12
2418,Case256,Turning & Milling Q.C.,ID4287,2012-02-06 23:00:00,2012-02-06 22:00:00,Role 3,22,8
2419,Case256,Round Grinding,ID4287,2012-02-07 01:00:00,2012-02-06 23:00:00,Role 3,15,8
2420,Case256,Round Grinding,ID4355,2012-02-07 06:30:00,2012-02-06 23:06:00,Role 2,15,7
2421,Case256,Lapping,ID0998,2012-02-07 00:08:00,2012-02-06 23:34:00,Role 7,7,12
2422,Case256,Round Grinding,ID4445,2012-02-07 10:44:00,2012-02-07 03:21:00,Role 2,15,7
2423,Case256,Round Grinding,ID4445,2012-02-07 13:54:00,2012-02-07 10:44:00,Role 2,15,7
2424,Case256,Round Grinding,ID4385,2012-02-07 14:51:00,2012-02-07 14:00:00,Role 2,15,7
2425,Case256,Round Grinding,ID0420,2012-02-07 22:46:00,2012-02-07 14:02:00,Role 2,15,7
2426,Case256,Round Grinding,ID4287,2012-02-07 23:00:00,2012-02-07 14:05:00,Role 3,15,8
2427,Case256,Round Grinding,ID4355,2012-02-08 02:00:00,2012-02-07 23:11:00,Role 2,15,7
2428,Case256,Round Grinding,ID4355,2012-02-08 06:44:00,2012-02-08 02:01:00,Role 2,15,7
2429,Case256,Round Grinding,ID4445,2012-02-08 10:48:00,2012-02-08 07:01:00,Role 2,15,7
2430,Case256,Round Grinding,ID4287,2012-02-08 23:02:00,2012-02-08 16:07:00,Role 3,15,8
2431,Case256,Round Grinding,ID4287,2012-02-09 23:02:00,2012-02-09 16:00:00,Role 3,15,8
2432,Case256,Round Grinding,ID4287,2012-02-10 19:52:00,2012-02-10 17:41:00,Role 3,15,8
2433,Case256,Round Grinding,ID4287,2012-02-12 23:09:00,2012-02-12 14:05:00,Role 3,15,8
2434,Case256,Laser Marking,ID0998,2012-02-13 19:09:00,2012-02-13 17:38:00,Role 7,8,12
2435,Case256,Round Grinding,ID4287,2012-02-13 22:00:00,2012-02-13 19:00:00,Role 3,15,8
2436,Case256,Round Grinding,ID4287,2012-02-14 15:40:00,2012-02-14 14:30:00,Role 3,15,8
2437,Case256,Laser Marking,ID0998,2012-02-14 22:11:00,2012-02-14 20:41:00,Role 7,8,12
2438,Case256,Final Inspection Q.C.,ID4287,2012-02-17 19:44:00,2012-02-17 18:50:00,Role 3,3,8
2439,Case256,Final Inspection Q.C.,ID4493,2012-02-21 00:54:00,2012-02-20 22:53:00,Role 3,3,8
2440,Case256,Packing,ID4820,2012-02-21 08:00:00,2012-02-21 07:00:00,Role 5,12,10
2441,Case256,Final Inspection Q.C.,ID4493,2012-02-21 16:00:00,2012-02-21 14:00:00,Role 3,3,8
2442,Case257,Turning & Milling,ID4794,2012-01-11 16:42:00,2012-01-11 14:35:00,Role 1,21,1
2443,Case257,Turning & Milling,ID4932,2012-01-11 22:48:00,2012-01-11 19:45:00,Role 1,21,1
2444,Case257,Turning & Milling,ID4429,2012-01-12 00:24:00,2012-01-11 22:49:00,Role 1,21,1
2445,Case257,Turning & Milling,ID4718,2012-01-12 04:04:00,2012-01-12 01:09:00,Role 1,21,1
2446,Case257,Turning & Milling,ID4529,2012-01-12 14:00:00,2012-01-12 04:04:00,Role 1,21,1
2447,Case257,Turning & Milling,ID4429,2012-01-12 18:07:00,2012-01-12 14:08:00,Role 1,21,1
2448,Case257,Turning & Milling,ID4529,2012-01-13 13:27:00,2012-01-13 06:38:00,Role 1,21,1
2449,Case257,Turning & Milling,ID4429,2012-01-13 19:38:00,2012-01-13 14:09:00,Role 1,21,1
2450,Case257,Turning & Milling,ID4794,2012-01-15 05:00:00,2012-01-14 20:00:00,Role 1,21,1
2451,Case257,Turning & Milling,ID4529,2012-01-15 08:15:00,2012-01-14 20:00:00,Role 1,21,1
2452,Case257,Turning & Milling,ID4794,2012-01-15 12:59:00,2012-01-15 05:55:00,Role 1,21,1
2453,Case257,Turning & Milling,ID4932,2012-01-15 16:55:00,2012-01-15 07:00:00,Role 1,21,1
2454,Case257,Turning & Milling,ID4429,2012-01-15 21:43:00,2012-01-15 15:40:00,Role 1,21,1
2455,Case257,Turning & Milling Q.C.,ID4163,2012-01-16 19:42:00,2012-01-16 16:30:00,Role 3,22,8
2456,Case257,Turning & Milling Q.C.,ID4163,2012-01-16 19:50:00,2012-01-16 19:43:00,Role 3,22,8
2457,Case257,Laser Marking,ID4882,2012-01-17 00:03:00,2012-01-16 22:08:00,Role 7,8,12
2458,Case257,Lapping,ID4882,2012-02-14 00:15:00,2012-02-13 19:38:00,Role 7,7,12
2459,Case257,Lapping,ID0998,2012-02-14 00:28:00,2012-02-13 20:47:00,Role 7,7,12
2460,Case257,Round Grinding,ID0420,2012-02-14 06:05:00,2012-02-14 03:09:00,Role 2,15,7
2461,Case257,Round Grinding,ID0420,2012-02-14 13:49:00,2012-02-14 06:06:00,Role 2,15,7
2462,Case257,Round Grinding,ID4872,2012-02-14 23:08:00,2012-02-14 14:00:00,Role 2,15,7
2463,Case257,Lapping,ID4882,2012-02-14 19:37:00,2012-02-14 15:27:00,Role 7,7,12
2464,Case257,Lapping,ID0998,2012-02-14 19:41:00,2012-02-14 17:48:00,Role 7,7,12
2465,Case257,Round Grinding,ID0420,2012-02-15 13:57:00,2012-02-15 03:07:00,Role 2,15,7
2466,Case257,Round Grinding,ID4445,2012-02-15 14:28:00,2012-02-15 13:58:00,Role 2,15,7
2467,Case257,Round Grinding,ID4872,2012-02-15 17:02:00,2012-02-15 14:00:00,Role 2,15,7
2468,Case257,Round Grinding,ID4872,2012-02-15 23:10:00,2012-02-15 18:26:00,Role 2,15,7
2469,Case257,Round Grinding,ID4385,2012-02-16 00:19:00,2012-02-15 23:55:00,Role 2,15,7
2470,Case257,Round Grinding,ID4385,2012-02-16 06:57:00,2012-02-16 01:19:00,Role 2,15,7
2471,Case257,Round Grinding,ID0420,2012-02-16 13:48:00,2012-02-16 07:10:00,Role 2,15,7
2472,Case257,Round Grinding,ID4355,2012-02-16 14:29:00,2012-02-16 13:51:00,Role 2,15,7
2473,Case257,Round Grinding,ID4355,2012-02-16 14:58:00,2012-02-16 14:30:00,Role 2,15,7
2474,Case257,Final Inspection Q.C.,ID4163,2012-02-16 19:50:00,2012-02-16 18:44:00,Role 3,3,8
2475,Case257,Final Inspection Q.C.,ID4163,2012-02-16 23:13:00,2012-02-16 20:20:00,Role 3,3,8
2476,Case257,Final Inspection Q.C.,ID4163,2012-02-19 15:40:00,2012-02-19 14:00:00,Role 3,3,8
2477,Case257,Final Inspection Q.C.,ID4163,2012-02-19 17:40:00,2012-02-19 16:00:00,Role 3,3,8
2478,Case257,Final Inspection Q.C.,ID4163,2012-02-19 19:50:00,2012-02-19 17:40:00,Role 3,3,8
2479,Case257,Final Inspection Q.C.,ID4163,2012-02-20 01:02:00,2012-02-19 21:07:00,Role 3,3,8
2480,Case257,Packing,ID4820,2012-02-20 08:00:00,2012-02-20 07:00:00,Role 5,12,10
2481,Case257,Final Inspection Q.C.,ID4163,2012-02-20 15:40:00,2012-02-20 14:00:00,Role 3,3,8
2482,Case257,Packing,ID4820,2012-02-21 08:00:00,2012-02-21 07:00:00,Role 5,12,10
2483,Case257,Final Inspection Q.C.,ID4163,2012-02-21 17:45:00,2012-02-21 16:00:00,Role 3,3,8
2484,Case257,Final Inspection Q.C.,ID4163,2012-02-23 01:02:00,2012-02-23 00:00:00,Role 3,3,8
2485,Case257,Final Inspection Q.C.,ID4163,2012-02-23 19:50:00,2012-02-23 17:30:00,Role 3,3,8
2486,Case257,Final Inspection Q.C.,ID4163,2012-02-23 21:30:00,2012-02-23 20:35:00,Role 3,3,8
2487,Case257,Final Inspection Q.C.,ID4163,2012-02-23 22:20:00,2012-02-23 21:30:00,Role 3,3,8
2488,Case257,Packing,ID4820,2012-02-29 08:00:00,2012-02-29 07:00:00,Role 5,12,10
2489,Case257,Final Inspection Q.C.,ID4163,2012-02-29 15:40:00,2012-02-29 15:30:00,Role 3,3,8
2490,Case257,Grinding Rework,ID4528,2012-03-04 21:17:00,2012-03-04 17:44:00,Role 2,6,7
2491,Case257,Grinding Rework,ID4528,2012-03-04 23:26:00,2012-03-04 22:21:00,Role 2,6,7
2492,Case257,Lapping,ID0998,2012-03-06 00:25:00,2012-03-05 18:40:00,Role 7,7,12
2493,Case257,Round Grinding,ID4445,2012-03-08 09:06:00,2012-03-08 06:26:00,Role 2,15,7
2494,Case257,Round Grinding,ID4355,2012-03-08 13:49:00,2012-03-08 09:07:00,Role 2,15,7
2495,Case257,Round Grinding,ID0420,2012-03-08 14:27:00,2012-03-08 14:06:00,Role 2,15,7
2496,Case257,Packing,ID4820,2012-03-18 08:00:00,2012-03-18 07:00:00,Role 5,12,10
2497,Case257,Final Inspection Q.C.,ID4163,2012-03-18 15:00:00,2012-03-18 14:00:00,Role 3,3,8
2498,Case257,Grinding Rework,ID4528,2012-03-18 22:31:00,2012-03-18 18:56:00,Role 2,6,7
2499,Case257,Final Inspection Q.C.,ID4163,2012-03-19 19:50:00,2012-03-19 16:00:00,Role 3,3,8
2500,Case257,Final Inspection Q.C.,ID4163,2012-03-20 16:30:00,2012-03-20 16:00:00,Role 3,3,8
2501,Case257,Final Inspection Q.C.,ID4163,2012-03-20 16:45:00,2012-03-20 16:30:00,Role 3,3,8
2502,Case257,Final Inspection Q.C.,ID4163,2012-03-20 17:00:00,2012-03-20 16:45:00,Role 3,3,8
2503,Case257,Final Inspection Q.C.,ID4163,2012-03-20 17:15:00,2012-03-20 17:00:00,Role 3,3,8
2504,Case257,Packing,ID4820,2012-03-21 08:00:00,2012-03-21 07:00:00,Role 5,12,10
2505,Case257,Final Inspection Q.C.,ID4163,2012-03-21 19:50:00,2012-03-21 19:00:00,Role 3,3,8
2506,Case257,Grinding Rework,ID4528,2012-03-28 07:28:00,2012-03-28 04:48:00,Role 2,6,7
2507,Case257,Grinding Rework,ID4872,2012-03-28 15:21:00,2012-03-28 15:04:00,Role 2,6,7
2508,Case257,Lapping,ID4872,2012-03-28 21:56:00,2012-03-28 19:28:00,Role 2,7,7
2509,Case257,Final Inspection Q.C.,ID0937,2012-03-30 09:15:00,2012-03-30 08:00:00,Role 9,3,14
2510,Case257,Packing,ID4820,2012-03-30 09:00:00,2012-03-30 08:00:00,Role 5,12,10
2511,Case257,Final Inspection Q.C.,ID4163,2012-03-30 15:40:00,2012-03-30 15:20:00,Role 3,3,8
2512,Case257,Final Inspection Q.C.,ID4163,2012-03-30 16:40:00,2012-03-30 16:12:00,Role 3,3,8
2513,Case258,Turning & Milling,ID4794,2012-01-17 07:00:00,2012-01-17 03:16:00,Role 1,21,1
2514,Case258,Turning & Milling,ID4794,2012-01-17 08:50:00,2012-01-17 07:01:00,Role 1,21,1
2515,Case258,Turning & Milling,ID4529,2012-01-17 20:13:00,2012-01-17 18:26:00,Role 1,21,1
2516,Case258,Turning & Milling,ID4529,2012-01-18 14:41:00,2012-01-18 14:15:00,Role 1,21,1
2517,Case258,Turning & Milling,ID4529,2012-01-18 22:11:00,2012-01-18 17:41:00,Role 1,21,1
2518,Case258,Turning & Milling,ID4529,2012-01-18 22:59:00,2012-01-18 22:12:00,Role 1,21,1
2519,Case258,Turning & Milling,ID4794,2012-01-19 13:29:00,2012-01-19 03:10:00,Role 1,21,1
2520,Case258,Turning & Milling Q.C.,ID4618,2012-01-19 16:35:00,2012-01-19 13:53:00,Role 3,22,8
2521,Case258,Turning & Milling Q.C.,ID4618,2012-01-20 14:31:00,2012-01-20 13:57:00,Role 3,22,8
2522,Case258,Laser Marking,ID0998,2012-01-30 17:29:00,2012-01-30 16:48:00,Role 7,8,12
2523,Case258,Lapping,ID0998,2012-01-30 22:19:00,2012-01-30 17:29:00,Role 7,7,12
2524,Case258,Turning & Milling Q.C.,ID4618,2012-01-30 18:00:00,2012-01-30 17:45:00,Role 3,22,8
2525,Case258,Final Inspection Q.C.,ID4618,2012-02-01 23:08:00,2012-02-01 17:59:00,Role 3,3,8
2526,Case258,Final Inspection Q.C.,ID4618,2012-02-02 17:44:00,2012-02-02 16:29:00,Role 3,3,8
2527,Case258,Final Inspection Q.C.,ID4618,2012-02-02 17:51:00,2012-02-02 16:36:00,Role 3,3,8
2528,Case258,Packing,ID4820,2012-02-05 08:00:00,2012-02-05 07:00:00,Role 5,12,10
2529,Case259,Turning & Milling,ID4641,2012-01-17 22:00:00,2012-01-17 18:00:00,Role 1,21,1
2530,Case259,Turning & Milling,ID4641,2012-01-17 22:55:00,2012-01-17 22:00:00,Role 1,21,1
2531,Case259,Turning & Milling,ID4132,2012-01-18 06:42:00,2012-01-17 23:32:00,Role 1,21,1
2532,Case259,Turning & Milling,ID4794,2012-01-18 13:37:00,2012-01-18 06:50:00,Role 1,21,1
2533,Case259,Turning & Milling,ID4641,2012-01-18 15:30:00,2012-01-18 14:10:00,Role 1,21,1
2534,Case259,Turning & Milling,ID4132,2012-01-19 02:48:00,2012-01-19 01:06:00,Role 1,21,1
2535,Case259,Turning & Milling,ID4132,2012-01-19 03:05:00,2012-01-19 02:49:00,Role 1,21,1
2536,Case259,Turning & Milling,ID4794,2012-01-19 13:30:00,2012-01-19 03:09:00,Role 1,21,1
2537,Case259,Turning & Milling,ID4132,2012-01-20 04:25:00,2012-01-20 02:23:00,Role 1,21,1
2538,Case259,Turning & Milling,ID4794,2012-01-20 13:48:00,2012-01-20 04:26:00,Role 1,21,1
2539,Case259,Turning & Milling,ID3846,2012-01-20 16:21:00,2012-01-20 13:58:00,Role 1,21,1
2540,Case259,Turning & Milling,ID4641,2012-01-22 13:33:00,2012-01-22 08:46:00,Role 1,21,1
2541,Case259,Turning & Milling,ID4132,2012-01-22 16:01:00,2012-01-22 15:30:00,Role 1,21,1
2542,Case259,Turning & Milling,ID3846,2012-01-23 00:47:00,2012-01-22 16:03:00,Role 1,21,1
2543,Case259,Turning & Milling,ID4641,2012-01-23 13:44:00,2012-01-23 03:19:00,Role 1,21,1
2544,Case259,Turning & Milling Q.C.,ID4618,2012-01-23 14:54:00,2012-01-23 13:54:00,Role 3,22,8
2545,Case259,Turning & Milling,ID4641,2012-01-24 04:48:00,2012-01-24 03:16:00,Role 1,21,1
2546,Case259,Turning & Milling,ID4641,2012-01-24 14:08:00,2012-01-24 04:49:00,Role 1,21,1
2547,Case259,Turning & Milling Q.C.,ID4618,2012-01-24 17:32:00,2012-01-24 17:31:00,Role 3,22,8
2548,Case259,Turning & Milling Q.C.,ID4618,2012-01-24 18:50:00,2012-01-24 17:35:00,Role 3,22,8
2549,Case259,Turning & Milling,ID4641,2012-01-25 09:11:00,2012-01-25 06:27:00,Role 1,21,1
2550,Case259,Turning & Milling,ID4641,2012-01-25 13:28:00,2012-01-25 09:11:00,Role 1,21,1
2551,Case259,Turning & Milling,ID4132,2012-01-25 16:06:00,2012-01-25 14:11:00,Role 1,21,1
2552,Case259,Turning & Milling,ID4132,2012-01-31 00:29:00,2012-01-30 22:31:00,Role 1,21,1
2553,Case259,Turning & Milling,ID3846,2012-01-31 05:45:00,2012-01-31 00:37:00,Role 1,21,1
2554,Case259,Turning & Milling,ID3846,2012-01-31 05:47:00,2012-01-31 05:46:00,Role 1,21,1
2555,Case259,Turning & Milling,ID4932,2012-01-31 13:40:00,2012-01-31 06:43:00,Role 1,21,1
2556,Case259,Turning & Milling,ID4132,2012-01-31 14:47:00,2012-01-31 14:15:00,Role 1,21,1
2557,Case259,Turning & Milling,ID4641,2012-02-15 16:47:00,2012-02-15 15:13:00,Role 1,21,1
2558,Case259,Turning & Milling,ID4132,2012-02-16 04:41:00,2012-02-16 00:55:00,Role 1,21,1
2559,Case259,Turning & Milling,ID4132,2012-02-16 06:30:00,2012-02-16 04:42:00,Role 1,21,1
2560,Case259,Turning & Milling,ID4932,2012-02-16 13:44:00,2012-02-16 06:34:00,Role 1,21,1
2561,Case259,Turning & Milling,ID4641,2012-02-16 18:39:00,2012-02-16 14:16:00,Role 1,21,1
2562,Case259,Laser Marking,ID4882,2012-02-17 00:23:00,2012-02-16 22:47:00,Role 7,8,12
2563,Case259,Lapping,ID4882,2012-02-17 08:15:00,2012-02-17 07:00:00,Role 7,7,12
2564,Case259,Lapping,ID4882,2012-02-17 08:15:00,2012-02-17 07:00:00,Role 7,7,12
2565,Case259,Lapping,ID4882,2012-02-19 19:55:00,2012-02-19 16:05:00,Role 7,7,12
2566,Case259,Final Inspection Q.C.,ID4618,2012-02-19 22:51:00,2012-02-19 20:20:00,Role 3,3,8
2567,Case259,Packing,ID4820,2012-02-21 08:00:00,2012-02-21 07:00:00,Role 5,12,10
2568,Case259,Turning & Milling,ID4132,2012-03-15 06:17:00,2012-03-15 00:52:00,Role 1,21,1
2569,Case259,Turning & Milling,ID4794,2012-03-15 10:34:00,2012-03-15 06:29:00,Role 1,21,1
2570,Case259,Lapping,ID4882,2012-03-26 09:15:00,2012-03-26 08:00:00,Role 7,7,12
2571,Case259,Turning & Milling Q.C.,ID4618,2012-03-26 21:29:00,2012-03-26 20:14:00,Role 3,22,8
2572,Case259,Laser Marking,ID0998,2012-03-26 20:22:00,2012-03-26 20:21:00,Role 7,8,12
2573,Case259,Laser Marking,ID0998,2012-03-26 21:54:00,2012-03-26 20:22:00,Role 7,8,12
2574,Case259,Lapping,ID0998,2012-03-26 23:17:00,2012-03-26 21:55:00,Role 7,7,12
2575,Case259,Laser Marking,ID0998,2012-03-27 00:34:00,2012-03-26 23:19:00,Role 7,8,12
2576,Case259,Lapping,ID0998,2012-03-26 23:19:00,2012-03-26 23:19:00,Role 7,7,12
2577,Case259,Final Inspection Q.C.,ID4618,2012-03-28 18:25:00,2012-03-28 17:10:00,Role 3,3,8
2578,Case259,Packing,ID4820,2012-03-29 09:00:00,2012-03-29 08:00:00,Role 5,12,10
2579,Case26,Turning & Milling,ID4167,2012-01-18 00:57:00,2012-01-18 00:17:00,Role 1,21,1
2580,Case26,Turning & Milling,ID4794,2012-01-18 05:36:00,2012-01-18 03:09:00,Role 1,21,1
2581,Case26,Turning & Milling,ID4794,2012-01-18 13:32:00,2012-01-18 05:37:00,Role 1,21,1
2582,Case26,Turning & Milling,ID4932,2012-01-19 04:34:00,2012-01-19 03:13:00,Role 1,21,1
2583,Case26,Turning & Milling,ID4932,2012-01-19 09:30:00,2012-01-19 04:34:00,Role 1,21,1
2584,Case26,Turning & Milling Q.C.,ID4493,2012-01-19 17:08:00,2012-01-19 14:08:00,Role 3,22,8
2585,Case26,Laser Marking,ID4872,2012-01-19 20:07:00,2012-01-19 18:52:00,Role 2,8,7
2586,Case26,Lapping,ID0998,2012-01-22 18:45:00,2012-01-22 15:22:00,Role 7,7,12
2587,Case26,Round Grinding,ID4528,2012-01-23 22:30:00,2012-01-23 21:09:00,Role 2,15,7
2588,Case26,Round Grinding,ID4528,2012-01-24 01:03:00,2012-01-23 22:31:00,Role 2,15,7
2589,Case26,Round Grinding,ID4528,2012-01-25 00:36:00,2012-01-24 13:54:00,Role 2,15,7
2590,Case26,Round Grinding,ID4528,2012-01-25 19:05:00,2012-01-25 14:07:00,Role 2,15,7
2591,Case26,Round Grinding,ID4493,2012-01-26 18:53:00,2012-01-26 18:49:00,Role 3,15,8
2592,Case26,Lapping,ID0998,2012-02-24 00:44:00,2012-02-23 22:46:00,Role 7,7,12
2593,Case26,Round Grinding,ID4355,2012-02-24 02:07:00,2012-02-24 00:45:00,Role 2,15,7
2594,Case26,Round Grinding,ID4355,2012-02-24 02:57:00,2012-02-24 02:07:00,Role 2,15,7
2595,Case26,Round Grinding,ID4445,2012-02-24 05:15:00,2012-02-24 02:56:00,Role 2,15,7
2596,Case26,Final Inspection Q.C.,ID4493,2012-02-27 19:53:00,2012-02-27 17:53:00,Role 3,3,8
2597,Case26,Final Inspection Q.C.,ID4493,2012-02-28 20:40:00,2012-02-28 16:21:00,Role 3,3,8
2598,Case26,Final Inspection Q.C.,ID4493,2012-02-28 23:07:00,2012-02-28 23:06:00,Role 3,3,8
2599,Case26,Packing,ID4820,2012-02-29 08:00:00,2012-02-29 07:00:00,Role 5,12,10
2600,Case260,Turning & Milling,ID4529,2012-01-09 13:30:00,2012-01-09 11:00:00,Role 1,21,1
2601,Case260,Turning & Milling,ID4529,2012-01-19 22:14:00,2012-01-19 14:07:00,Role 1,21,1
2602,Case260,Turning & Milling,ID4529,2012-01-19 22:56:00,2012-01-19 22:15:00,Role 1,21,1
2603,Case260,Turning & Milling,ID4794,2012-01-20 04:15:00,2012-01-20 03:10:00,Role 1,21,1
2604,Case260,Turning & Milling,ID4529,2012-01-22 04:03:00,2012-01-21 20:03:00,Role 1,21,1
2605,Case260,Turning & Milling,ID4641,2012-01-22 13:31:00,2012-01-22 06:28:00,Role 1,21,1
2606,Case260,Turning & Milling Q.C.,ID4618,2012-01-22 19:13:00,2012-01-22 14:00:00,Role 3,22,8
2607,Case260,Turning & Milling,ID4794,2012-01-22 22:48:00,2012-01-22 18:06:00,Role 1,21,1
2608,Case260,Turning & Milling,ID4167,2012-01-23 00:30:00,2012-01-22 23:00:00,Role 1,21,1
2609,Case260,Turning & Milling Q.C.,ID4618,2012-01-23 23:03:00,2012-01-23 22:06:00,Role 3,22,8
2610,Case260,Turning & Milling Q.C.,ID4618,2012-01-24 14:20:00,2012-01-24 13:50:00,Role 3,22,8
2611,Case260,Turning & Milling,ID4794,2012-01-26 23:03:00,2012-01-26 20:55:00,Role 1,21,1
2612,Case260,Turning & Milling,ID4529,2012-01-27 08:44:00,2012-01-27 03:20:00,Role 1,21,1
2613,Case260,Turning & Milling,ID4529,2012-01-27 13:21:00,2012-01-27 08:43:00,Role 1,21,1
