,caseid,task,user,start_timestamp,end_timestamp,l1,l2,l3,city1,city2,city3,city4,city5,snap1,snap2,snap3,snap4,snap5
1872,Case230,Round Grinding,ID4872,2012-01-30 14:30:00,2012-01-30 16:04:00,86,32,0,0,9,17,40,86,24,39,50,69,86
1873,Case230,Round Grinding,ID4872,2012-02-19 23:24:00,2012-02-20 01:13:00,127,64,45,1,3,14,20,52,28,45,61,73,101
1874,Case230,Round Grinding,ID4528,2012-02-20 20:20:00,2012-02-20 21:00:00,129,65,46,1,5,15,22,52,29,50,65,76,104
1875,Case230,Round Grinding,ID4528,2012-02-20 21:00:00,2012-02-21 00:45:00,129,65,46,2,6,15,21,52,29,50,65,76,104
1876,Case230,Round Grinding,ID4872,2012-02-20 23:09:00,2012-02-21 01:43:00,129,65,46,2,6,15,21,50,28,50,65,76,104
1877,Case230,Round Grinding,ID4872,2012-02-21 04:53:00,2012-02-21 06:45:00,131,65,46,1,5,15,21,50,30,52,67,78,106
1878,Case230,Round Grinding,ID4528,2012-02-21 19:44:00,2012-02-22 01:09:00,134,66,46,2,7,17,23,52,33,53,72,80,109
1879,Case230,Round Grinding,ID4872,2012-02-22 03:11:00,2012-02-22 05:31:00,135,66,47,2,8,16,22,52,36,56,74,81,110
1880,Case230,Round Grinding,ID4872,2012-02-22 05:31:00,2012-02-22 06:40:00,135,66,47,0,8,16,22,52,36,56,74,81,110
1881,Case230,Round Grinding,ID4160,2012-02-22 18:30:00,2012-02-22 21:38:00,137,67,47,1,8,15,23,51,27,53,77,83,110
1882,Case230,Round Grinding,ID4160,2012-02-22 21:30:00,2012-02-22 21:45:00,137,67,47,1,8,15,23,51,25,53,77,82,110
1883,Case230,Round Grinding,ID4160,2012-02-22 21:45:00,2012-02-22 23:00:00,137,67,47,1,8,15,23,51,25,53,77,82,110
1884,Case230,Round Grinding,ID4872,2012-02-22 22:58:00,2012-02-22 23:39:00,137,67,47,0,8,14,23,51,27,53,77,82,110
1885,Case230,Round Grinding,ID4528,2012-02-22 23:38:00,2012-02-23 00:35:00,137,67,47,1,8,14,23,51,27,53,77,82,110
1886,Case230,Round Grinding,ID4160,2012-02-23 13:56:00,2012-02-23 16:46:00,138,67,48,0,7,13,23,49,27,54,77,83,111
1887,Case230,Round Grinding,ID4160,2012-02-23 16:50:00,2012-02-23 17:50:00,139,67,48,0,7,13,23,49,26,55,76,84,112
1888,Case230,Round Grinding,ID4160,2012-02-23 17:50:00,2012-02-23 23:00:00,140,67,48,0,7,13,23,49,28,56,76,85,113
1889,Case230,Final Inspection Q.C.,ID4618,2012-02-27 14:51:00,2012-02-27 18:06:00,144,103,37,1,5,14,21,40,28,44,70,90,114
1890,Case230,Final Inspection Q.C.,ID4618,2012-02-27 21:16:00,2012-02-27 21:19:00,146,107,25,2,5,13,22,40,29,45,71,92,116
1891,Case230,Packing,ID4820,2012-02-28 07:00:00,2012-02-28 08:00:00,148,100,40,1,5,12,21,39,28,45,73,94,118
1892,Case230,Fix,ID4445,2012-02-28 20:19:00,2012-02-28 20:38:00,148,1,0,1,4,11,19,39,20,40,73,90,116
1893,Case230,Fix,ID4445,2012-02-28 20:38:00,2012-02-28 22:53:00,148,1,0,1,4,11,19,39,21,39,73,90,116
1894,Case230,Final Inspection Q.C.,ID4618,2012-02-28 23:45:00,2012-02-29 00:51:00,148,111,0,1,4,11,19,38,21,38,73,90,116
1895,Case230,Packing,ID4820,2012-02-29 07:00:00,2012-02-29 08:00:00,148,104,0,1,4,10,19,37,21,38,73,90,116
1896,Case230,Final Inspection Q.C.,ID4618,2012-02-29 16:20:00,2012-02-29 22:09:00,150,113,26,0,4,11,20,37,24,39,74,91,113
1897,Case231,Lapping,ID0998,2012-01-12 19:25:00,2012-01-12 22:27:00,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,Case231,Round Grinding,ID4355,2012-01-15 17:52:00,2012-01-15 21:26:00,22,2,1,2,11,20,22,22,18,22,22,22,22
1899,Case231,Round Grinding,ID4355,2012-01-15 21:27:00,2012-01-15 23:09:00,24,2,1,2,12,22,24,24,21,24,24,24,24
1900,Case231,Round Grinding,ID4385,2012-01-15 23:18:00,2012-01-16 06:38:00,24,2,2,2,13,22,24,24,22,24,24,24,24
1901,Case231,Round Grinding,ID4528,2012-01-16 06:34:00,2012-01-16 11:33:00,25,2,2,2,14,23,25,25,23,25,25,25,25
1902,Case231,Round Grinding,ID4163,2012-01-18 16:42:00,2012-01-18 19:50:00,50,6,5,1,14,39,50,50,28,48,50,50,50
1903,Case231,Round Grinding,ID4163,2012-01-18 20:20:00,2012-01-18 23:08:00,50,6,5,1,12,39,50,50,25,48,50,50,50
1904,Case231,Round Grinding,ID4163,2012-01-19 16:00:00,2012-01-19 16:30:00,55,7,5,1,12,42,55,55,25,53,55,55,55
1905,Case231,Final Inspection Q.C.,ID4163,2012-01-19 16:30:00,2012-01-19 17:00:00,55,17,6,1,12,42,55,55,24,53,55,55,55
1906,Case231,Round Grinding,ID4163,2012-01-19 20:20:00,2012-01-19 23:18:00,55,7,0,1,11,42,55,55,24,53,55,55,55
1907,Case231,Final Inspection Q.C.,ID4163,2012-01-22 21:00:00,2012-01-22 22:10:00,58,19,1,1,5,31,52,58,17,37,57,58,58
1908,Case231,Final Inspection Q.C.,ID4163,2012-01-22 21:40:00,2012-01-22 22:49:00,58,19,8,1,4,31,52,58,17,37,57,58,58
1909,Case231,Packing,ID4291,2012-01-23 07:00:00,2012-01-23 08:00:00,58,19,10,1,6,31,52,58,19,37,57,58,58
1910,Case231,Final Inspection Q.C.,ID4163,2012-01-23 14:00:00,2012-01-23 14:30:00,59,19,5,0,8,31,53,59,20,38,57,59,59
1911,Case231,Final Inspection Q.C.,ID4163,2012-01-23 14:30:00,2012-01-23 15:10:00,60,19,0,0,9,31,54,60,21,38,58,60,60
1912,Case232,Turning & Milling Q.C.,ID4493,2012-01-03 14:01:00,2012-01-03 14:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,Case232,Turning & Milling,ID4429,2012-01-03 14:04:00,2012-01-03 15:19:00,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,Case232,Laser Marking,ID4872,2012-01-03 14:10:00,2012-01-03 15:25:00,2,0,0,2,2,2,2,2,2,2,2,2,2
1915,Case232,Lapping,ID4528,2012-01-09 23:29:00,2012-01-10 00:14:00,45,9,0,4,24,45,45,45,27,43,45,45,45
1916,Case232,Round Grinding,ID4528,2012-01-11 21:05:00,2012-01-11 22:05:00,52,13,0,6,23,52,52,52,28,43,52,52,52
1917,Case232,Round Grinding,ID4528,2012-01-11 22:06:00,2012-01-12 00:43:00,52,13,10,5,23,52,52,52,25,43,52,52,52
1918,Case232,Round Grinding,ID4528,2012-01-12 13:53:00,2012-01-12 19:34:00,54,13,10,4,24,54,54,54,28,45,54,54,54
1919,Case232,Lapping,ID4528,2012-01-12 19:34:00,2012-01-12 19:53:00,57,16,2,3,23,57,57,57,21,48,57,57,57
1920,Case232,Round Grinding,ID4528,2012-01-12 19:53:00,2012-01-12 20:59:00,57,13,2,3,23,57,57,57,21,48,57,57,57
1921,Case232,Round Grinding,ID4528,2012-01-12 20:59:00,2012-01-12 22:43:00,57,13,10,2,23,57,57,57,20,48,57,57,57
1922,Case232,Round Grinding,ID4528,2012-01-15 04:46:00,2012-01-15 06:54:00,57,13,10,0,13,41,57,57,3,36,55,57,57
1923,Case232,Round Grinding,ID4528,2012-01-15 06:55:00,2012-01-15 07:25:00,58,13,10,0,12,41,58,58,4,37,56,58,58
1924,Case232,Round Grinding,ID4528,2012-01-15 07:26:00,2012-01-15 13:40:00,58,13,10,1,12,42,58,58,10,36,54,58,58
1925,Case232,Round Grinding,ID4528,2012-01-16 03:02:00,2012-01-16 06:32:00,60,14,11,4,10,40,60,60,23,36,54,60,60
1926,Case232,Round Grinding,ID4528,2012-01-16 12:20:00,2012-01-16 13:55:00,62,14,11,3,11,40,62,62,22,38,55,62,62
1927,Case232,Round Grinding,ID4528,2012-01-17 03:14:00,2012-01-17 06:50:00,65,15,11,3,14,37,65,65,22,38,58,65,65
1928,Case232,Final Inspection Q.C.,ID4493,2012-01-17 20:00:00,2012-01-18 00:00:00,69,29,8,7,17,36,69,69,26,42,62,69,69
1929,Case232,Packing,ID4820,2012-01-18 07:00:00,2012-01-18 08:00:00,73,27,1,3,18,35,73,73,28,46,66,73,73
1930,Case232,Final Inspection Q.C.,ID4493,2012-01-18 19:08:00,2012-01-18 19:09:00,75,32,4,4,19,34,65,75,25,48,68,75,75
1931,Case233,Turn & Mill. & Screw Assem,ID4641,2012-01-03 18:00:00,2012-01-03 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,Case233,Turn & Mill. & Screw Assem,ID3846,2012-01-03 22:55:00,2012-01-04 03:24:00,4,0,0,1,4,4,4,4,4,4,4,4,4
1933,Case233,Turn & Mill. & Screw Assem,ID3846,2012-01-04 03:25:00,2012-01-04 06:41:00,10,0,0,5,10,10,10,10,10,10,10,10,10
1934,Case233,Turn & Mill. & Screw Assem,ID4932,2012-01-04 07:04:00,2012-01-04 11:34:00,14,0,0,9,14,14,14,14,14,14,14,14,14
1935,Case233,Turning & Milling Q.C.,ID4287,2012-01-04 21:30:00,2012-01-05 00:04:00,21,9,0,6,21,21,21,21,21,21,21,21,21
1936,Case233,Laser Marking,ID0998,2012-01-05 18:23:00,2012-01-05 18:45:00,26,3,0,7,26,26,26,26,20,26,26,26,26
1937,Case233,Flat Grinding,ID0998,2012-01-05 19:28:00,2012-01-05 21:51:00,27,4,1,7,27,27,27,27,21,27,27,27,27
1938,Case233,Turn & Mill. & Screw Assem,ID4641,2012-01-08 10:13:00,2012-01-08 12:58:00,31,0,0,2,31,31,31,31,4,31,31,31,31
1939,Case233,Turn & Mill. & Screw Assem,ID4641,2012-01-08 12:59:00,2012-01-08 13:36:00,31,0,0,1,31,31,31,31,4,31,31,31,31
1940,Case233,Turning & Milling Q.C.,ID4287,2012-01-08 14:00:00,2012-01-08 15:00:00,31,13,0,3,31,31,31,31,7,31,31,31,31
1941,Case233,Turn & Mill. & Screw Assem,ID3846,2012-01-08 16:03:00,2012-01-08 17:34:00,32,0,0,7,32,32,32,32,11,32,32,32,32
1942,Case233,Turning & Milling Q.C.,ID4287,2012-01-08 19:20:00,2012-01-08 21:01:00,33,16,0,7,28,33,33,33,14,33,33,33,33
1943,Case233,Turning & Milling Q.C.,ID4287,2012-01-09 14:00:00,2012-01-09 14:37:00,41,18,0,3,24,41,41,41,27,40,41,41,41
1944,Case233,Turning Rework,ID4442,2012-01-09 14:00:00,2012-01-09 15:00:00,41,0,0,3,24,41,41,41,27,40,41,41,41
1945,Case233,Laser Marking,ID0998,2012-01-09 17:46:00,2012-01-09 17:50:00,41,11,0,3,23,41,41,41,28,39,41,41,41
1946,Case233,Flat Grinding,ID0998,2012-01-09 17:51:00,2012-01-09 18:13:00,41,5,0,3,23,41,41,41,28,39,41,41,41
1947,Case233,Turning & Milling Q.C.,ID4287,2012-01-10 15:09:00,2012-01-10 15:40:00,47,25,0,5,23,47,47,47,25,41,47,47,47
1948,Case233,Lapping,ID0998,2012-01-10 17:12:00,2012-01-10 17:37:00,47,14,0,6,22,47,47,47,25,41,47,47,47
1949,Case233,Round Grinding,ID4355,2012-01-10 23:04:00,2012-01-11 00:45:00,49,11,1,5,24,49,49,49,24,42,49,49,49
1950,Case233,Round Grinding,ID4355,2012-01-11 03:06:00,2012-01-11 03:51:00,49,11,8,3,23,49,49,49,22,42,49,49,49
1951,Case233,Round Grinding,ID4355,2012-01-11 03:52:00,2012-01-11 06:39:00,49,11,7,3,23,49,49,49,22,42,49,49,49
1952,Case233,Round Grinding,ID4445,2012-01-11 07:12:00,2012-01-11 11:04:00,49,11,7,4,23,49,49,49,21,40,49,49,49
1953,Case233,Final Inspection Q.C.,ID4287,2012-01-11 14:00:00,2012-01-11 17:00:00,49,16,3,4,24,49,49,49,21,40,49,49,49
1954,Case233,Final Inspection Q.C.,ID4287,2012-01-11 20:24:00,2012-01-11 22:00:00,52,20,1,4,24,52,52,52,27,43,52,52,52
1955,Case233,Packing,ID4820,2012-01-15 07:00:00,2012-01-15 08:00:00,58,17,5,1,13,42,58,58,5,37,56,58,58
1956,Case233,Final Inspection Q.C.,ID4287,2012-01-15 13:52:00,2012-01-15 14:13:00,58,25,1,2,11,42,58,58,12,36,54,58,58
1957,Case234,Turning Q.C.,ID4287,2012-01-30 21:30:00,2012-01-30 22:19:00,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,Case234,Turning Q.C.,ID4287,2012-02-01 07:00:00,2012-02-01 08:15:00,26,0,0,6,12,15,21,26,24,26,26,26,26
1959,Case234,Turning Q.C.,ID4287,2012-02-06 14:00:00,2012-02-06 15:13:00,43,2,0,3,14,23,25,39,21,35,43,43,43
1960,Case234,Turning Q.C.,ID4287,2012-02-06 14:00:00,2012-02-06 15:13:00,43,2,0,3,14,23,25,39,21,35,43,43,43
1961,Case234,Turning & Milling,ID4429,2012-02-13 23:00:00,2012-02-14 06:43:00,68,29,0,2,7,20,43,60,25,40,56,68,68
1962,Case234,Turning & Milling,ID4932,2012-02-14 06:44:00,2012-02-14 13:46:00,68,29,0,1,7,20,43,60,25,40,56,68,68
1963,Case234,Turning & Milling,ID4167,2012-02-14 14:27:00,2012-02-14 22:58:00,69,30,22,2,8,20,44,61,29,41,58,69,69
1964,Case234,Turning & Milling Q.C.,ID4287,2012-02-14 22:09:00,2012-02-15 01:04:00,71,38,23,3,10,21,43,63,25,41,60,71,71
1965,Case234,Turning & Milling,ID4429,2012-02-14 23:27:00,2012-02-15 00:57:00,71,30,13,4,11,22,43,63,26,41,61,71,71
1966,Case234,Turning & Milling,ID4429,2012-02-15 01:58:00,2012-02-15 06:54:00,71,30,12,3,11,22,43,63,25,41,61,71,71
1967,Case234,Turning & Milling,ID4794,2012-02-15 06:56:00,2012-02-15 13:46:00,72,31,23,3,10,21,43,65,27,43,62,72,72
1968,Case234,Turning & Milling Q.C.,ID4287,2012-02-15 14:00:00,2012-02-15 17:00:00,72,38,23,1,10,20,40,65,27,43,61,72,72
1969,Case234,Turning & Milling,ID4529,2012-02-15 14:17:00,2012-02-15 22:52:00,72,31,13,2,10,20,40,65,26,43,61,70,72
1970,Case234,Turning & Milling,ID4167,2012-02-16 00:54:00,2012-02-16 01:00:00,73,31,12,1,10,21,40,66,21,44,61,70,73
1971,Case234,Turning & Milling,ID4429,2012-02-16 01:16:00,2012-02-16 06:46:00,73,31,24,1,10,21,40,66,21,44,61,70,73
1972,Case234,Turning & Milling,ID4794,2012-02-16 06:48:00,2012-02-16 13:39:00,74,32,24,0,10,20,38,67,19,45,62,71,74
1973,Case234,Turning & Milling Q.C.,ID4287,2012-02-16 14:00:00,2012-02-16 15:40:00,74,38,23,2,10,20,37,68,22,46,61,71,74
1974,Case234,Turning & Milling,ID4529,2012-02-16 14:14:00,2012-02-16 22:48:00,74,32,13,2,10,20,37,68,22,46,60,71,74
1975,Case234,Turning & Milling,ID4429,2012-02-16 23:28:00,2012-02-17 06:46:00,75,33,13,2,12,22,37,70,30,51,61,71,75
1976,Case234,Turning & Milling,ID4794,2012-02-17 07:47:00,2012-02-17 13:53:00,76,33,25,2,12,22,37,69,30,51,61,72,76
1977,Case234,Turning & Milling Q.C.,ID4287,2012-02-17 14:00:00,2012-02-17 15:40:00,76,39,24,2,12,21,35,68,29,51,61,72,76
1978,Case234,Turning & Milling,ID4429,2012-02-19 13:50:00,2012-02-19 18:00:00,77,33,15,0,7,16,28,66,8,43,58,68,77
1979,Case234,Turning & Milling,ID4429,2012-02-19 18:01:00,2012-02-20 01:02:00,78,33,14,0,7,16,32,67,19,43,58,69,78
1980,Case234,Turning & Milling Q.C.,ID4287,2012-02-19 18:30:00,2012-02-19 19:50:00,78,41,26,0,7,16,31,67,19,43,58,69,78
1981,Case234,Turning & Milling,ID4529,2012-02-20 03:14:00,2012-02-20 13:16:00,83,34,15,1,7,17,34,72,30,47,63,74,83
1982,Case234,Turning & Milling,ID4429,2012-02-20 14:00:00,2012-02-21 00:00:00,83,34,14,2,7,17,34,71,30,48,64,74,83
1983,Case234,Turning & Milling,ID4529,2012-02-21 03:25:00,2012-02-21 13:28:00,87,37,28,2,6,16,35,76,30,52,67,78,87
1984,Case234,Turning & Milling,ID4429,2012-02-21 13:50:00,2012-02-21 21:20:00,88,37,29,3,7,15,33,77,34,54,68,79,88
1985,Case234,Turning & Milling Q.C.,ID4287,2012-02-26 22:32:00,2012-02-26 23:42:00,102,51,35,0,2,10,21,88,19,43,69,86,102
1986,Case234,Turning & Milling Q.C.,ID4287,2012-03-01 17:51:00,2012-03-01 22:00:00,115,60,15,0,0,7,20,89,19,43,73,92,114
1987,Case234,Turning & Milling Q.C.,ID4287,2012-03-04 14:00:00,2012-03-04 15:40:00,116,61,6,0,1,2,12,74,8,38,54,82,110
1988,Case234,Turning & Milling Q.C.,ID4287,2012-03-06 16:00:00,2012-03-06 17:30:00,124,67,7,0,2,3,13,69,25,36,58,85,117
1989,Case234,Packing,ID4820,2012-03-28 08:00:00,2012-03-28 09:00:00,175,119,0,0,1,2,4,26,25,44,70,89,117
1990,Case234,Final Inspection Q.C.,ID4287,2012-03-28 15:00:00,2012-03-28 18:06:00,176,128,0,0,2,3,5,27,28,48,74,91,118
1991,Case235,Turning & Milling Q.C.,ID4163,2012-01-16 21:11:00,2012-01-16 21:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Case235,Turning & Milling Q.C.,ID4163,2012-01-16 23:24:00,2012-01-17 01:00:00,7,1,1,1,2,4,7,7,7,7,7,7,7
1993,Case235,Turning & Milling,ID4132,2012-01-16 23:58:00,2012-01-17 01:08:00,8,0,0,1,2,4,8,8,8,8,8,8,8
1994,Case235,Turning & Milling,ID4132,2012-01-19 03:08:00,2012-01-19 06:30:00,37,12,2,4,18,21,33,37,23,37,37,37,37
1995,Case235,Turning & Milling,ID4132,2012-01-23 14:10:00,2012-01-24 00:43:00,47,17,13,2,12,27,36,47,21,37,47,47,47
1996,Case235,Turning & Milling,ID4132,2012-01-24 14:14:00,2012-01-24 22:10:00,51,20,15,1,15,32,37,51,28,40,51,51,51
1997,Case235,Turning & Milling Q.C.,ID4163,2012-01-24 22:20:00,2012-01-25 01:03:00,54,23,13,3,16,35,41,54,25,42,54,54,54
1998,Case235,Turning & Milling,ID4132,2012-01-25 16:07:00,2012-01-25 22:44:00,56,24,8,1,15,36,41,56,26,40,56,56,56
1999,Case235,Turning & Milling,ID4641,2012-01-26 05:46:00,2012-01-26 07:03:00,57,24,10,1,14,37,43,57,26,41,57,57,57
2000,Case235,Turning & Milling,ID4641,2012-01-26 07:04:00,2012-01-26 13:32:00,57,24,19,1,14,37,43,57,26,41,57,57,57
2001,Case235,Turning & Milling Q.C.,ID4163,2012-01-26 14:00:00,2012-01-26 15:40:00,58,28,19,0,14,38,42,58,25,42,58,58,58
2002,Case235,Turning & Milling Q.C.,ID4163,2012-01-26 16:00:00,2012-01-26 17:00:00,59,28,6,0,14,38,42,59,21,43,59,59,59
2003,Case235,Turning & Milling,ID4132,2012-01-26 17:10:00,2012-01-26 22:46:00,60,24,2,1,14,39,43,60,22,44,60,60,60
2004,Case235,Turning & Milling Q.C.,ID4163,2012-01-26 23:30:00,2012-01-27 01:00:00,60,28,5,2,14,38,43,60,20,44,59,60,60
2005,Case235,Turning & Milling,ID4641,2012-01-27 03:33:00,2012-01-27 12:36:00,60,24,11,2,13,38,43,60,19,44,59,60,60
2006,Case235,Milling,ID4326,2012-01-27 14:00:00,2012-01-27 19:30:00,60,1,0,1,12,36,44,60,19,42,59,60,60
2007,Case235,Turning & Milling Q.C.,ID4163,2012-01-29 14:15:00,2012-01-29 15:40:00,61,31,1,1,11,28,43,61,10,38,51,61,61
2008,Case235,Turning & Milling Q.C.,ID4163,2012-01-29 16:00:00,2012-01-29 19:50:00,62,31,0,2,11,29,45,62,15,39,51,62,62
2009,Case235,Laser Marking,ID0998,2012-01-29 23:44:00,2012-01-30 00:59:00,64,27,5,1,10,30,48,64,24,41,51,64,64
2010,Case235,Flat Grinding,ID0998,2012-01-29 23:44:00,2012-01-29 23:44:00,64,6,2,1,10,30,48,64,24,41,51,64,64
2011,Case235,Lapping,ID0998,2012-01-29 23:45:00,2012-01-30 01:00:00,64,18,1,1,10,30,48,64,24,41,51,64,64
2012,Case235,Round Grinding,ID4385,2012-01-30 03:45:00,2012-01-30 06:11:00,64,23,1,0,9,30,47,64,24,39,51,64,64
2013,Case235,Round Grinding,ID4385,2012-01-31 07:00:00,2012-01-31 10:00:00,72,25,14,3,11,29,55,72,32,46,58,72,72
2014,Case235,Round Grinding,ID4385,2012-01-31 10:00:00,2012-01-31 13:15:00,73,25,16,2,10,29,57,73,28,47,59,73,73
2015,Case235,Round Grinding,ID4385,2012-01-31 13:15:00,2012-01-31 14:00:00,73,25,16,1,10,28,57,73,28,47,59,73,73
2016,Case235,Round Grinding,ID4528,2012-01-31 23:00:00,2012-02-01 05:20:00,78,26,17,1,8,27,56,78,24,49,64,77,78
2017,Case235,Turning & Milling Q.C.,ID4163,2012-01-31 23:10:00,2012-02-01 00:59:00,78,38,2,1,8,27,56,78,23,49,64,77,78
2018,Case235,Round Grinding,ID4445,2012-02-01 14:00:00,2012-02-01 15:20:00,79,26,2,1,8,25,53,79,25,49,64,78,79
2019,Case235,Round Grinding,ID4445,2012-02-01 15:20:00,2012-02-01 19:24:00,79,26,2,1,8,24,55,79,23,49,64,77,79
2020,Case235,Grinding Rework,ID4872,2012-02-01 20:46:00,2012-02-01 21:12:00,80,5,0,2,8,22,57,80,25,49,67,77,80
2021,Case235,Packing,ID4820,2012-02-02 07:00:00,2012-02-02 08:00:00,81,26,0,2,8,20,54,81,25,51,68,78,81
2022,Case235,Final Inspection Q.C.,ID4163,2012-02-02 14:00:00,2012-02-02 15:40:00,82,31,0,1,8,19,51,82,24,52,68,78,82
2023,Case235,Final Inspection Q.C.,ID4163,2012-02-02 14:50:00,2012-02-02 15:40:00,82,31,5,1,8,19,51,82,22,52,67,77,82
2024,Case235,Final Inspection Q.C.,ID4163,2012-02-02 16:00:00,2012-02-02 17:00:00,82,31,6,1,7,18,51,82,20,52,67,76,82
2025,Case235,Final Inspection Q.C.,ID4163,2012-02-02 16:00:00,2012-02-02 19:50:00,82,31,6,1,7,18,51,82,20,52,67,76,82
2026,Case235,Final Inspection Q.C.,ID4163,2012-02-02 20:20:00,2012-02-03 01:00:00,83,35,7,3,7,19,49,83,22,54,67,75,83
2027,Case235,Final Inspection Q.C.,ID4163,2012-02-22 18:00:00,2012-02-22 19:50:00,121,78,15,0,7,13,29,72,28,53,77,83,110
2028,Case236,Round Grinding,ID4528,2012-01-03 03:45:00,2012-01-03 04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,Case236,Round Grinding,ID4528,2012-01-03 05:00:00,2012-01-03 06:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,Case236,Turning & Milling Q.C.,ID4618,2012-01-03 13:50:00,2012-01-03 14:44:00,5,2,0,5,5,5,5,5,5,5,5,5,5
2031,Case236,Round Grinding,ID4872,2012-01-03 14:00:00,2012-01-03 18:50:00,6,0,0,6,6,6,6,6,6,6,6,6,6
2032,Case236,Round Grinding,ID4528,2012-01-03 23:00:00,2012-01-04 06:40:00,15,2,0,12,15,15,15,15,15,15,15,15,15
2033,Case236,Round Grinding,ID4528,2012-01-04 23:14:00,2012-01-04 23:58:00,24,4,1,10,24,24,24,24,20,24,24,24,24
2034,Case236,Final Inspection Q.C.,ID4618,2012-01-05 16:53:00,2012-01-05 22:29:00,27,7,1,10,27,27,27,27,18,27,27,27,27
2035,Case236,Packing,ID4491,2012-01-06 07:00:00,2012-01-06 08:00:00,30,5,0,7,30,30,30,30,21,30,30,30,30
2036,Case237,Turning & Milling Q.C.,ID4618,2012-01-03 07:00:00,2012-01-03 08:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,Case237,Turning & Milling,ID4167,2012-01-03 14:00:00,2012-01-03 20:00:00,2,1,0,2,2,2,2,2,2,2,2,2,2
2038,Case237,Turning & Milling Q.C.,ID4618,2012-01-04 07:00:00,2012-01-04 08:15:00,14,5,1,10,14,14,14,14,14,14,14,14,14
2039,Case237,Turning & Milling Q.C.,ID4618,2012-01-04 14:59:00,2012-01-04 17:24:00,18,8,1,8,18,18,18,18,15,18,18,18,18
2040,Case237,Laser Marking,ID0998,2012-01-11 17:08:00,2012-01-11 17:58:00,52,21,4,5,23,52,52,52,27,44,52,52,52
2041,Case237,Laser Marking,ID4882,2012-01-11 17:53:00,2012-01-11 20:22:00,52,21,3,6,23,52,52,52,27,43,52,52,52
2042,Case237,Round Grinding,ID4445,2012-01-17 14:00:00,2012-01-17 16:23:00,66,16,0,4,14,36,66,66,21,38,59,66,66
2043,Case237,Round Grinding,ID4445,2012-01-17 16:24:00,2012-01-17 23:02:00,67,16,0,3,15,35,67,67,22,39,60,67,67
2044,Case237,Round Grinding,ID4528,2012-01-18 03:54:00,2012-01-18 13:26:00,73,17,13,5,18,34,73,73,29,46,66,73,73
2045,Case237,Round Grinding,ID4445,2012-01-18 14:58:00,2012-01-18 16:50:00,75,17,14,4,18,32,62,75,28,47,68,75,75
2046,Case237,Round Grinding,ID4385,2012-01-19 00:58:00,2012-01-19 04:57:00,76,18,14,3,18,32,61,76,22,49,68,76,76
2047,Case237,Round Grinding,ID4385,2012-01-19 04:58:00,2012-01-19 06:43:00,76,18,14,2,18,31,61,76,23,49,67,76,76
2048,Case237,Round Grinding,ID4528,2012-01-19 09:24:00,2012-01-19 13:24:00,76,18,14,2,18,29,59,76,22,49,66,75,76
2049,Case237,Round Grinding,ID4528,2012-01-19 13:25:00,2012-01-19 14:40:00,76,18,14,1,18,29,57,76,22,49,65,75,76
2050,Case237,Round Grinding,ID4445,2012-01-19 14:42:00,2012-01-19 18:57:00,77,19,14,1,18,31,60,77,26,52,67,76,77
2051,Case237,Round Grinding,ID4445,2012-01-19 18:57:00,2012-01-20 00:40:00,78,19,14,3,18,31,58,78,25,53,67,77,78
2052,Case237,Round Grinding,ID4385,2012-01-20 00:42:00,2012-01-20 01:59:00,78,20,14,3,17,29,58,78,25,53,66,77,78
2053,Case237,Round Grinding,ID4528,2012-01-20 03:17:00,2012-01-20 06:25:00,78,20,14,2,16,29,58,78,24,53,66,77,78
2054,Case237,Round Grinding,ID4872,2012-01-20 13:54:00,2012-01-20 16:11:00,78,20,15,2,16,24,55,78,22,48,66,75,78
2055,Case237,Round Grinding,ID4445,2012-01-22 05:26:00,2012-01-22 08:59:00,78,21,15,0,13,23,40,78,3,42,59,71,78
2056,Case237,Round Grinding,ID0420,2012-01-28 17:00:00,2012-01-28 19:20:00,88,32,24,0,5,18,36,88,9,39,53,69,88
2057,Case237,Round Grinding,ID4528,2012-01-29 06:30:00,2012-01-29 13:40:00,88,32,24,0,5,17,33,88,2,37,50,69,88
2058,Case237,Round Grinding,ID4355,2012-01-29 14:02:00,2012-01-29 14:08:00,89,32,24,1,3,17,32,89,9,38,51,70,89
2059,Case237,Round Grinding,ID4355,2012-01-29 15:12:00,2012-01-29 16:32:00,90,32,24,1,3,17,34,90,14,39,51,71,90
2060,Case237,Round Grinding,ID4355,2012-01-29 20:31:00,2012-01-30 00:10:00,91,33,24,1,4,18,35,91,22,42,52,73,91
2061,Case237,Round Grinding,ID0420,2012-01-30 02:57:00,2012-01-30 06:14:00,91,33,24,1,5,17,34,91,24,40,51,73,91
2062,Case237,Final Inspection Q.C.,ID4618,2012-01-30 20:54:00,2012-01-31 01:02:00,95,49,19,1,5,16,32,95,27,43,55,72,95
